time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
8.911495,3.2148,-6.1023,-2.1862,7.24
8.927542,5.0178,-9.6395,-1.9889,11.05
8.936190,5.9543,-10.9549,-1.4358,12.55
8.943876,7.4960,-11.5437,4.1089,14.36
8.959892,7.5535,-10.3510,5.9256,14.12
8.960366,6.4899,-8.4315,4.2617,11.46
8.976500,4.7687,-6.9623,1.0593,8.51
8.987554,0.9740,-5.2185,-0.3254,5.32
8.991618,0.0195,-5.1602,-0.5654,5.19
9.003198,-0.9777,-5.0971,-0.7563,5.24
9.020200,-3.3136,-5.8117,0.9178,6.75
9.024164,-4.3401,-6.1901,1.3854,7.69
9.036296,-4.3343,-6.4203,0.7140,7.78
9.052566,-2.9574,-5.9915,-1.3381,6.81
9.055877,-2.2236,-5.4251,-1.6927,6.10
9.069204,-1.8582,-4.6783,-1.7869,5.34
9.071932,-1.7480,-3.9421,-1.7044,4.64
9.086539,-1.6669,-3.0526,-1.5844,3.82
9.102625,-1.2912,-1.6975,-1.4384,2.57
9.103818,-1.0175,-1.0096,-1.4387,2.03
9.126930,-0.8505,-0.4543,-1.4827,1.77
9.128150,-0.7872,0.0865,-1.5081,1.70
9.147916,-0.4579,0.5662,-1.5594,1.72
9.148390,-0.2165,0.6748,-1.4807,1.64
9.164318,-0.0759,0.8739,-1.5144,1.75
9.164893,0.0168,1.2094,-1.6422,2.04
9.186567,0.1194,1.5161,-1.7737,2.34
9.187053,0.2811,1.8993,-1.9381,2.73
9.214442,0.7017,2.4600,-2.1714,3.36
9.231794,1.0632,2.6202,-2.2681,3.62
9.242442,1.0379,1.8741,-2.3433,3.18
9.255160,1.0196,1.6820,-2.3030,3.03
9.256874,0.9334,1.5835,-2.1448,2.82
9.270520,0.8336,1.6339,-1.9586,2.68
9.287123,0.5716,1.9991,-1.3297,2.47
9.289105,0.5800,2.1411,-1.1380,2.49
9.301969,0.6143,2.2398,-0.9996,2.53
9.304504,0.5404,2.3341,-0.9121,2.56
9.317984,0.2910,2.5370,-0.3784,2.58
9.334405,-0.3844,3.1937,1.2743,3.46
9.336795,-0.7043,3.4942,2.0955,4.13
9.351243,-0.9233,3.4815,2.7029,4.50
9.361147,-0.0987,0.6159,3.5755,3.63
9.369154,0.9989,-1.8865,4.0312,4.56
9.377221,2.1488,-4.3289,5.4515,7.29
9.385376,2.8115,-5.7379,8.7236,10.81
9.401635,0.4704,-2.2288,15.3443,15.51
9.409321,-0.4642,0.5815,10.5556,10.58
9.419432,-0.2946,2.5865,1.3888,2.95
9.425385,-0.3374,3.8988,-3.3347,5.14
9.435787,-0.0594,4.7679,-3.7678,6.08
9.452467,-0.3763,5.1932,-2.7030,5.87
9.457125,-0.6516,5.1776,-2.8158,5.93
9.468456,-1.0262,4.9994,-2.9673,5.90
9.473573,-1.7487,5.0148,-3.1750,6.19
9.485705,-1.9979,4.5492,-3.2426,5.93
9.502069,-1.5644,1.5704,-2.8944,3.65
9.505713,-1.4390,0.0614,-2.7385,3.09
9.518762,-1.9132,-1.6082,-1.3244,2.83
9.535813,-3.0511,-2.7724,5.8344,7.14
9.537811,-2.6393,-2.4207,9.5957,10.24
9.553092,-2.0641,-1.3927,8.6913,9.04
9.553503,-2.1238,-0.0553,5.3207,5.73
9.570331,-2.6302,0.8784,2.4475,3.70
9.578318,-3.2118,1.7308,0.0839,3.65
9.588182,-2.7993,1.4764,0.1924,3.17
9.599894,-1.8665,0.5781,0.5989,2.04
9.608223,-1.4954,-0.2242,1.0651,1.85
9.618063,-1.1463,-1.2902,1.5428,2.31
9.636114,-0.6553,-3.2244,1.3454,3.55
9.636464,-0.5077,-3.8322,0.6570,3.92
9.647783,-0.3809,-3.9437,0.1916,3.97
9.658694,-0.1674,-3.6953,0.4209,3.72
9.670081,0.5862,-3.0732,1.1372,3.33
9.673856,1.0850,-2.8860,1.1777,3.30
9.685383,1.9040,-2.9398,1.4205,3.78
9.701613,3.7644,-3.6311,3.2566,6.16
9.706007,3.6176,-3.8999,1.7602,5.60
9.717777,3.4249,-4.2292,-0.9328,5.52
9.734500,4.4836,-5.6227,-2.1345,7.50
9.738192,5.8870,-6.6376,-1.6556,9.03
9.751628,8.1449,-7.7654,-0.3729,11.26
9.754485,9.1958,-7.9647,0.3653,12.17
9.769370,7.5345,-6.6864,-0.5592,10.09
9.785859,2.4515,-2.3422,-3.0735,4.58
9.786887,1.0981,-0.7305,-2.9396,3.22
9.802551,0.3443,0.0115,-2.2949,2.32
9.810741,-0.9142,-0.7797,-0.4381,1.28
9.819060,-1.6396,-1.5548,-0.0928,2.26
9.826768,-2.6088,-2.1407,-0.1391,3.38
9.835139,-3.1137,-2.0802,-0.5310,3.78
9.851128,-3.5399,-0.7902,-2.1047,4.19
9.858882,-3.3123,-0.0312,-2.8122,4.35
9.868291,-2.9403,0.9279,-3.0893,4.36
9.874710,-2.2168,1.5976,-3.1841,4.20
9.884542,-1.2904,2.0883,-3.2905,4.11
9.901677,-0.0549,2.6270,-3.7138,4.55
9.906936,-0.1264,3.0378,-3.4885,4.63
9.918562,-0.0220,3.2778,-3.4237,4.74
9.934680,0.4236,3.4945,-4.1399,5.43
9.938846,0.8729,3.4515,-4.6034,5.82
9.951429,1.0933,3.3673,-4.8310,5.99
9.955213,1.0156,3.1547,-4.6115,5.68
9.968280,0.8193,2.7183,-4.2629,5.12
9.984553,0.6378,1.4040,-3.5887,3.91
9.987589,0.5286,0.7599,-3.2214,3.35
10.002004,0.4598,0.4043,-3.1175,3.18
10.003958,0.3026,-0.0248,-2.9572,2.97
10.020940,-0.0245,-0.4579,-2.6699,2.71
10.035472,-0.5764,-1.1877,-1.5629,2.05
10.035965,-0.4363,-1.4275,-0.6032,1.61
10.044557,0.0629,-1.5365,0.8224,1.74
10.063831,0.5590,-0.7640,3.3907,3.52
10.077492,0.2470,0.2664,3.8135,3.83
10.077905,0.3494,1.4751,3.6841,3.98
10.089390,0.7451,3.0452,3.3377,4.58
10.101676,0.6842,5.6737,1.2895,5.86
10.107773,0.4140,6.3543,0.3066,6.38
10.117988,0.4321,6.6406,0.1629,6.66
10.123905,0.4069,6.9540,0.1888,6.97
10.134276,0.2566,7.0660,0.1445,7.07
10.151078,0.3039,6.4408,0.0032,6.45
10.155857,0.6812,5.9172,0.3229,5.97
10.168286,1.2837,4.8564,0.2938,5.03
10.184822,2.3592,2.7411,-1.4740,3.91
10.187889,2.4824,1.5217,-2.1557,3.62
10.201149,2.7013,0.6931,-2.1038,3.49
10.204138,3.1640,0.2302,-0.7237,3.25
10.217400,3.5744,0.0504,0.7630,3.66
10.233809,4.0274,-0.7783,3.4201,5.34
10.236116,4.4235,-1.6739,4.3718,6.44
10.250726,4.8968,-2.9295,4.7310,7.41
10.260867,5.0754,-5.2817,3.6661,8.19
10.268757,4.5831,-5.9982,2.3577,7.91
10.276865,3.7934,-6.3785,0.0538,7.42
10.285837,3.1918,-6.1847,-2.2583,7.32
10.302183,1.0752,-3.4486,-4.6157,5.86
10.308347,0.2038,-2.4934,-4.0568,4.77
10.318764,-0.5795,-1.5606,-3.6911,4.05
10.324514,-0.7167,-1.3540,-3.5139,3.83
10.334795,-0.2366,-2.7221,-3.6427,4.55
10.351489,1.3565,-8.6024,-4.2158,9.68
10.356478,0.3176,-11.2464,-4.0935,11.97
10.375522,-3.3238,-11.5928,-2.2719,12.27
10.375963,-6.7165,-9.8810,3.0330,12.33
10.390817,-8.1374,-7.8732,6.2910,12.95
10.403130,-6.4709,-4.9864,4.2616,9.21
10.404956,-5.1965,-3.6968,3.9376,7.49
10.423693,-4.5798,-2.6540,3.4727,6.33
10.424106,-4.4290,-1.6428,2.3534,5.28
10.434820,-3.9287,-1.0703,1.0398,4.20
10.454935,-2.4126,-0.2061,-2.1371,3.23
10.455369,-1.5804,-0.1830,-2.0130,2.57
10.481720,-0.8720,-0.2337,-1.8155,2.03
10.482176,-0.6654,0.1616,-1.7686,1.90
10.504040,-0.7058,1.3541,-1.5000,2.14
10.505199,-0.6029,1.8558,-1.5089,2.47
10.506322,-0.3646,2.2652,-1.6722,2.84
10.523475,-0.0891,2.4227,-1.8955,3.08
10.524608,0.3095,2.4878,-2.2456,3.37
10.536091,1.0299,2.0572,-2.8437,3.66
10.554112,1.4977,1.3815,-3.3598,3.93
10.557133,1.6609,0.9288,-3.4991,3.98
10.567821,1.8138,0.7100,-3.4676,3.98
10.583009,1.6475,0.4162,-2.9780,3.43
10.589252,1.4229,0.3692,-2.6416,3.02
10.599669,1.2575,0.3875,-2.4157,2.75
10.605407,1.0417,0.4512,-2.2646,2.53
10.616497,0.7627,0.4914,-1.4631,1.72
10.633209,0.3756,0.1168,1.5102,1.56
10.637510,0.1719,-0.1399,4.1006,4.11
10.650571,0.0604,-0.2163,6.8737,6.88
10.653668,0.1931,-0.1889,9.8932,9.90
10.666904,0.4988,0.1960,11.5484,11.56
10.683894,1.4014,1.2593,8.5654,8.77
10.685984,1.4004,1.5483,6.1469,6.49
10.700551,1.1146,1.7493,3.5833,4.14
10.709895,0.3216,2.1019,-0.6616,2.23
10.718385,-0.0550,2.4673,-3.3364,4.15
10.726229,-0.0493,2.6259,-4.6757,5.36
10.734855,-0.1553,3.0556,-4.1461,5.15
10.750652,-0.5500,3.7969,-2.4706,4.56
10.758347,-0.7537,3.9996,-2.2145,4.63
10.768086,-0.7574,3.9833,-2.2427,4.63
10.774339,-0.7678,3.8288,-2.2891,4.53
10.784245,-0.8337,3.4576,-2.4483,4.32
10.800734,-1.0429,2.1619,-2.4899,3.46
10.806272,-1.3342,1.6791,-2.1539,3.04
10.817019,-1.7947,1.5905,-1.0834,2.63
10.833395,-1.5401,1.9695,2.4794,3.52
10.838201,-0.9586,1.9671,5.5192,5.94
10.850285,-0.2976,1.8799,8.3230,8.54
10.859799,-0.0429,1.6811,7.5680,7.75
10.878753,-0.2515,1.4670,5.0340,5.25
10.879480,-0.7331,1.1732,2.5434,2.90
10.898725,-0.7803,0.1821,0.3869,0.89
10.899128,-1.0367,-0.3011,1.5108,1.86
10.911220,-1.3768,-0.4366,3.3599,3.66
10.923135,-1.8383,-0.0835,3.6445,4.08
10.935651,-2.6959,0.1473,0.9879,2.87
10.936001,-3.9628,0.0062,-1.2984,4.17
10.951367,-4.4607,-1.2564,-2.1904,5.13
10.959067,-3.8240,-2.2163,-1.6563,4.72
10.968438,-2.3603,-3.7852,0.9733,4.57
10.974756,-0.9901,-5.6259,5.0205,7.60
10.984408,-0.3696,-6.6738,5.3717,8.58
11.000730,-0.2004,-5.9788,0.4194,6.00
11.007383,0.3713,-4.8931,-0.8011,4.97
11.017351,1.3920,-4.0601,-0.7543,4.36
11.033698,3.0891,-3.7501,0.1086,4.86
11.039081,3.6712,-4.0738,-0.1972,5.49
11.050000,4.1555,-5.1050,-0.8417,6.64
11.054993,5.1338,-6.8731,-0.6609,8.60
11.066550,6.3263,-8.6287,-0.0470,10.70
11.083744,8.3816,-10.8609,0.6053,13.73
11.087359,7.7034,-9.4559,-0.3864,12.20
11.100256,4.6963,-5.5597,-0.6510,7.31
11.103616,3.2273,-2.7620,-0.6930,4.30
11.117293,2.2581,-0.7907,-0.7644,2.51
11.134476,0.2507,0.0583,-0.3051,0.40
11.135484,-0.6300,-0.3683,-0.4728,0.87
11.150411,-1.5776,-0.7284,-0.9115,1.96
11.166877,-2.5260,-0.4496,-1.9554,3.23
11.167759,-2.6838,0.0231,-2.5366,3.69
11.175988,-2.3725,0.4114,-3.1931,4.00
11.184300,-1.5896,0.7304,-3.8671,4.24
11.200319,-0.5328,1.6177,-4.5928,4.90
11.208006,0.1019,2.0924,-4.6182,5.07
11.216944,0.3998,2.6379,-4.2695,5.03
11.224073,1.2064,2.8666,-4.2698,5.28
11.245686,2.0958,3.1934,-4.3701,5.80
11.246146,2.7030,3.6289,-4.1414,6.13
11.257226,3.2384,3.8830,-4.0934,6.51
11.267570,3.1823,4.2341,-4.1268,6.71
11.291940,2.4906,3.8545,-4.0904,6.15
11.292369,2.4234,3.3379,-3.9173,5.69
11.304045,2.4404,2.8774,-3.6798,5.27
11.304434,2.2028,2.4371,-3.3962,4.73
11.316972,1.8068,2.2300,-3.2168,4.31
11.332952,0.8779,2.0464,-2.8093,3.58
11.336417,0.5591,1.8992,-2.5822,3.25
11.349385,0.2605,1.7369,-2.5307,3.08
11.366170,-0.3617,1.2648,-3.3813,3.63
11.368538,-0.6120,0.8858,-3.8647,4.01
11.383025,-0.4956,0.4790,-3.8892,3.95
11.384450,-0.3076,0.1167,-3.6034,3.62
11.399548,-0.1508,0.1278,-2.7979,2.80
11.409119,-0.7701,1.9079,0.2054,2.07
11.417257,-1.1707,3.1239,2.2433,4.02
11.424947,-1.4471,4.6194,5.0768,7.01
11.434116,-1.5969,5.8284,7.3795,9.54
11.451238,-1.6265,6.6076,8.8919,11.20
11.456687,-1.2700,5.6748,8.4807,10.28
11.467547,-0.5605,4.0318,5.9683,7.22
11.484220,1.5184,1.2004,1.2111,2.28
11.488920,2.2774,0.4174,1.9220,3.01
11.500469,2.9874,-0.1254,2.9988,4.23
11.504911,3.6474,-0.3576,4.6145,5.89
11.517201,3.7572,-0.3466,6.2268,7.28
11.533720,3.1879,-1.0516,10.9807,11.48
11.537188,2.3605,-1.9476,8.2607,8.81
11.549756,1.4879,-3.2840,3.4533,4.99
11.566447,1.4375,-6.6550,-0.4031,6.82
11.569427,2.1640,-8.7683,0.0238,9.03
11.584298,2.9472,-10.6183,0.2768,11.02
11.585237,3.5610,-12.3931,0.1635,12.90
11.606268,3.3313,-13.0412,-0.5476,13.47
11.606739,2.7331,-12.4135,-1.3210,12.78
11.618891,2.0465,-10.1747,-1.1997,10.45
11.628974,0.6905,-5.6001,-0.2351,5.65
11.643967,-0.0293,-3.3164,0.7028,3.39
11.644393,-0.5962,-1.0475,1.7864,2.15
11.656634,-0.6749,-0.0881,2.1978,2.30
11.670250,-0.6635,-0.1318,0.6109,0.91
11.675581,-0.8642,-0.1779,0.0242,0.88
11.692911,-1.2202,0.0029,-0.4338,1.29
11.709333,-1.6280,0.6907,-1.1284,2.10
11.709678,-1.7156,1.1419,-1.9106,2.81
11.721659,-1.4223,1.3953,-2.8309,3.46
11.734033,-0.6189,1.6546,-3.6111,4.02
11.737576,-0.3479,1.1481,-3.4837,3.68
11.749426,0.1912,0.2466,-3.5139,3.53
11.753627,0.4400,-0.4945,-3.3597,3.42
11.766413,0.9614,-0.9803,-3.5072,3.77
11.782638,0.3287,-0.9217,-5.4816,5.57
11.785891,-0.2880,-0.7504,-5.6266,5.68
11.799400,-0.5057,-0.5183,-5.0450,5.10
11.815719,-0.4766,0.3799,-3.8718,3.92
11.817917,-0.3968,1.0876,-3.2187,3.42
11.832406,-0.3166,1.7165,-2.6825,3.20
11.833990,-0.1016,2.0791,-2.2482,3.06
11.848946,0.2229,2.3837,-1.7624,2.97
11.858925,0.6831,2.4099,-1.2576,2.80
11.867039,0.7356,2.1407,-1.1605,2.54
11.874403,0.8098,1.5423,-1.1155,2.07
11.890576,1.1899,-0.0360,-1.1679,1.67
11.899781,1.2189,-0.9565,-1.3017,2.02
11.906230,1.1276,-1.7596,-1.4389,2.54
11.915752,0.9378,-2.4948,-1.6071,3.11
11.932509,0.5904,-2.9989,-2.4703,3.93
11.938216,0.0609,-3.0402,-1.5397,3.41
11.949304,-0.3028,-3.0442,-0.3351,3.08
11.954302,-1.8244,-2.8514,5.8629,6.77
11.966086,-3.8773,-2.4711,18.4557,19.02
11.983101,-4.5186,-0.6346,17.7847,18.36
11.986508,-3.7482,0.0265,14.3414,14.82
11.999486,-2.2273,0.4676,10.1670,10.42
12.015962,2.5502,1.7245,1.0876,3.27
12.018750,4.6669,2.7567,6.7252,8.64
12.032931,6.9575,3.1443,13.1476,15.20
12.034969,9.2233,3.0897,13.2142,16.41
12.049963,9.0734,4.0942,3.3280,10.50
12.066851,5.3519,7.1889,-15.2976,17.73
12.075520,2.7095,8.4297,-12.3508,15.20
12.076020,1.2822,9.0343,-10.6930,14.06
12.092465,1.5833,8.8971,-10.1044,13.56
12.105247,-0.3199,8.9152,-8.1490,12.08
12.107173,-0.5805,8.5614,-8.5146,12.09
12.127847,-0.9191,8.2108,-8.6407,11.96
12.128283,-0.7848,7.9275,-8.4802,11.64
12.146422,-0.7721,7.8555,-8.8462,11.86
12.146867,-1.0978,7.7485,-8.0094,11.20
12.159891,0.1440,7.0264,-3.7520,7.97
12.173201,0.7676,5.7730,1.3220,5.97
12.173561,-0.6633,4.6550,1.5829,4.96
12.185766,-0.7836,3.5690,-1.0387,3.80
12.199248,-2.1414,1.9440,-3.1402,4.27
12.215891,-4.0600,-1.1575,-0.5393,4.26
12.219164,-4.0949,-4.7999,2.1165,6.65
12.232395,-3.1250,-11.7658,1.7783,12.30
12.235518,-1.7440,-17.1944,1.2495,17.33
12.255760,0.1236,-16.2024,5.8759,17.24
12.256221,3.3706,-13.4039,6.3141,15.20
12.269406,5.2922,-9.7229,6.8645,13.03
12.288422,3.9379,-2.2852,6.0249,7.55
12.288855,1.8144,0.1795,4.4868,4.84
12.303570,0.1441,1.5442,2.2166,2.71
12.304013,0.0079,1.1470,0.3793,1.21
12.319956,1.0297,-1.1558,-1.1175,1.91
12.324082,0.9074,-2.2411,-0.4558,2.46
12.334069,-0.2732,-2.8682,1.8645,3.43
12.349186,-3.5653,-1.7856,12.2394,12.87
12.355874,-4.0636,-0.9785,13.9114,14.53
12.366604,-3.0110,-1.0458,10.8317,11.29
12.382936,-0.3171,-1.7492,2.6352,3.18
12.387895,-0.6394,-1.6785,-0.1094,1.80
12.399579,-1.0099,-1.5279,-2.4365,3.05
12.404136,-0.7736,-1.7072,-2.6358,3.23
12.415192,0.2044,-1.7895,-2.3291,2.94
12.432053,2.3522,-2.0009,-2.0836,3.73
12.436394,3.8735,-2.4435,-1.4381,4.80
12.449388,4.2411,-2.6090,-0.6397,5.02
12.465414,3.9647,-2.1402,0.5912,4.54
12.468598,3.9137,-1.9016,0.5251,4.38
12.482268,4.3365,-1.7787,0.2721,4.70
12.484380,4.2149,-1.4635,0.0578,4.46
12.498763,3.8756,-1.0794,1.1824,4.19
12.516183,3.3633,-0.7233,7.2235,8.00
12.516658,3.0937,-2.4221,6.5703,7.66
12.532171,2.8798,-4.9935,4.0246,7.03
12.542272,1.3859,-10.1384,-1.6239,10.36
12.558233,0.3651,-10.3644,-2.8548,10.76
12.558738,-0.2153,-8.5750,-3.0013,9.09
12.576710,-0.6003,-5.7532,-2.6473,6.36
12.577169,-1.0912,-3.2549,-2.4819,4.24
12.597473,-1.5098,-1.5035,-2.3115,3.14
12.597983,-1.8335,0.0110,-2.0252,2.73
12.616673,-2.1392,1.2939,-1.7691,3.06
12.617124,-2.1578,1.4483,-1.9064,3.22
12.635540,-2.0630,1.2832,-2.0188,3.16
12.635927,-1.6377,0.8110,-2.0068,2.71
12.648810,-1.2556,0.4970,-1.9313,2.36
12.661169,-1.0559,0.4613,-1.7560,2.10
12.673796,-0.7308,0.9150,-1.5879,1.97
12.686342,-0.5227,1.2129,-1.5273,2.02
12.686700,-0.3493,1.5695,-1.5064,2.20
12.698873,-0.1614,1.9083,-1.5087,2.44
12.715008,0.2685,2.2805,-1.5394,2.76
12.717207,0.4199,2.4006,-1.4898,2.86
12.732214,0.5419,2.4555,-1.4253,2.89
12.749144,0.7046,2.4856,-1.3702,2.92
12.749534,0.8782,2.5546,-1.3201,3.01
12.757401,1.0957,2.6005,-1.1417,3.04
12.765865,1.2505,2.6447,-0.3672,2.95
12.782676,1.0554,2.6583,1.7499,3.35
12.789414,0.6387,2.8591,2.5112,3.86
12.799211,0.1686,3.1954,2.9444,4.35
12.805397,-0.3089,3.7368,3.0402,4.83
12.815560,-0.4731,4.1243,2.6481,4.92
12.831647,-0.0888,4.3269,1.1774,4.49
12.837573,0.2010,4.0552,0.7061,4.12
12.849403,0.6032,3.1523,0.2198,3.22
12.853925,0.8927,1.8693,-0.1407,2.08
12.865390,0.7909,0.3786,0.1674,0.89
12.881802,0.5072,-1.4268,2.0240,2.53
12.886047,0.4685,-1.7365,2.8723,3.39
12.898832,0.3704,-1.3338,3.1641,3.45
12.915499,-0.4079,1.8178,1.7813,2.58
12.936652,-0.6021,3.2931,1.0934,3.52
12.950229,-0.0727,5.0065,0.4795,5.03
12.965314,-0.6443,2.0480,0.5250,2.21
12.966618,-1.1857,0.1455,0.6166,1.34
12.981897,-1.3547,-1.1946,0.8939,2.02
12.990233,-0.6260,-2.5255,2.1740,3.39
12.999657,-0.1869,-2.1183,4.4683,4.95
13.006772,-0.1257,-0.9989,5.9240,6.01
13.026051,-0.3670,0.4966,3.0355,3.10
13.039814,-1.1997,0.5560,2.1227,2.50
13.040260,-1.9890,0.3087,1.6871,2.63
13.049152,-2.4121,-0.1959,1.3710,2.78
13.072934,-2.2076,-1.5641,0.4807,2.75
13.073462,-2.2623,-2.3478,0.2880,3.27
13.087462,-2.5653,-3.2077,0.2614,4.12
13.087872,-2.9139,-4.0887,0.5255,5.05
13.101601,-3.2379,-4.8209,1.1306,5.92
13.115092,-2.5328,-6.4889,3.5511,7.82
13.118765,-0.9269,-7.4242,4.0893,8.53
13.131688,0.5653,-8.3743,4.1162,9.35
13.148094,3.3709,-9.3636,2.6567,10.30
13.150950,4.4105,-8.7932,1.4343,9.94
13.165084,4.9478,-7.2278,0.2916,8.76
13.166948,4.5781,-5.1428,-0.8253,6.93
13.181666,3.5394,-3.3091,-2.0445,5.26
13.198415,2.3427,-0.0016,-3.4425,4.16
13.199627,2.0960,1.2591,-3.3977,4.19
13.207067,1.9832,2.0889,-3.1168,4.24
13.223050,1.8936,3.1260,-2.4563,4.40
13.232024,2.1511,3.1563,-2.3151,4.47
13.239230,2.6568,2.7146,-2.2787,4.43
13.248914,3.0360,2.0757,-2.2274,4.30
13.265391,3.1697,0.3470,-1.7674,3.65
13.271257,3.1538,-0.4074,-1.4540,3.50
13.281577,2.7910,-0.7514,-1.3876,3.21
13.287395,2.3983,-0.7540,-1.7111,3.04
13.298435,2.4600,-0.8169,-2.0043,3.28
